filename,location,scene_category,brightness,contrast,blur_score,edge_density,num_objects,green_ratio,color_entropy,wall_floor_ratio,light_uniformity,num_windows,defect_score,furniture_count,furniture_density,aesthetic_score
backyard (181).jpeg,backyard,yard,0.4991,0.2588,1.0,0.1888,0,0.0457,0.1612,2.3186,0.4816,0,0.0203,0,0.0,0.3665
backyard (181).jpg,backyard,garage/outdoor,0.7606,0.2014,1.0,0.1875,1,0.0147,0.1931,2.31,0.7352,1,0.0111,1,6.0423,0.4682
backyard (182).jpeg,backyard,manufactured_home,0.5622,0.3333,1.0,0.1103,1,0.0785,0.1424,2.3292,0.4072,0,0.0642,1,7.326,0.4107
backyard (182).jpg,backyard,manufactured_home,0.4708,0.2109,0.6319,0.0925,0,0.0094,0.1961,2.3186,0.552,1,0.0345,0,0.0,0.4812
backyard (183).jpeg,backyard,manufactured_home,0.6206,0.2798,1.0,0.1519,0,0.1555,0.1683,2.3069,0.5491,0,0.0268,0,0.0,0.4334
backyard (183).jpg,backyard,yard,0.6099,0.251,0.418,0.0828,0,0.0075,0.1458,2.3176,0.5885,0,0.0202,0,0.0,0.6028
backyard (184).jpeg,backyard,garage/outdoor,0.5653,0.2602,1.0,0.1411,0,0.0,0.1789,2.33,0.5398,1,0.0477,0,0.0,0.3979
backyard (185).jpeg,backyard,yard,0.4977,0.224,1.0,0.205,7,0.4407,0.2055,2.3186,0.5501,1,0.0663,6,31.9998,0.4022
backyard (185).jpg,backyard,yard,0.4133,0.1627,1.0,0.1898,2,0.5732,0.1935,2.33,0.6065,0,0.055,2,12.0119,0.3847
backyard (186).jpeg,backyard,yard,0.3802,0.2149,1.0,0.278,0,0.3924,0.2185,2.33,0.4347,1,0.1057,0,0.0,0.3357
backyard (186).jpg,backyard,patio,0.5196,0.2898,1.0,0.1497,3,0.1908,0.1908,2.3186,0.4423,0,0.0527,1,5.3333,0.397
backyard (187).jpeg,backyard,yard,0.3964,0.2143,1.0,0.2999,0,0.5057,0.1977,2.3069,0.4593,1,0.0646,0,0.0,0.3491
backyard (187).jpg,backyard,yard,0.4624,0.2489,1.0,0.2312,0,0.157,0.1984,2.3186,0.4617,0,0.0391,0,0.0,0.3544
backyard (188).jpeg,backyard,patio,0.5081,0.2071,1.0,0.2044,9,0.4619,0.2031,2.3097,0.5925,0,0.0871,7,37.433,0.4085
backyard (188).jpg,backyard,manufactured_home,0.5532,0.2922,0.9248,0.1729,2,0.1022,0.1777,2.3186,0.4717,0,0.0204,2,10.6666,0.4195
backyard (189).jpeg,backyard,yard,0.5721,0.1563,1.0,0.2678,1,0.3815,0.2116,2.3186,0.7269,1,0.012,1,5.3333,0.4134
backyard (189).jpg,backyard,yard,0.4964,0.147,1.0,0.1726,0,0.0869,0.2014,2.33,0.7039,0,0.0326,0,0.0,0.3727
backyard (19).jpeg,backyard,yard,0.5526,0.3137,1.0,0.1649,8,0.0458,0.1746,2.33,0.4322,0,0.0888,8,48.0478,0.3926
backyard (19).jpg,backyard,manufactured_home,0.3831,0.1876,1.0,0.1715,1,0.0102,0.1826,2.3186,0.5103,1,0.0405,0,0.0,0.32
backyard (190).jpeg,backyard,manufactured_home,0.5923,0.2455,1.0,0.2376,4,0.1415,0.2143,2.33,0.5855,2,0.0873,3,18.0179,0.4036
backyard (190).jpg,backyard,yard,0.3599,0.1715,1.0,0.3181,1,0.2364,0.2122,2.33,0.5235,0,0.1406,0,0.0,0.3076
backyard (191).jpg,backyard,garage/outdoor,0.4798,0.1764,1.0,0.1864,3,0.039,0.1992,2.33,0.6322,0,0.0655,2,12.0119,0.3585
backyard (192).jpeg,backyard,manufactured_home,0.4061,0.232,1.0,0.3227,1,0.1805,0.1994,2.33,0.4288,2,0.1741,0,0.0,0.3205
backyard (192).jpg,backyard,porch,0.3511,0.1844,1.0,0.189,9,0.1921,0.1876,2.33,0.4748,1,0.1224,8,48.0478,0.3218
backyard (193).jpeg,backyard,yard,0.5386,0.247,1.0,0.2876,0,0.1405,0.2301,2.32,0.5413,2,0.0937,0,0.0,0.3719
backyard (193).jpg,backyard,chalet,0.5939,0.2235,1.0,0.2057,4,0.055,0.2,2.3,0.6238,0,0.0523,1,6.0606,0.4019
backyard (194).jpeg,backyard,yard,0.5548,0.1585,1.0,0.1978,1,0.0214,0.2105,2.33,0.7143,1,0.0329,0,0.0,0.3845
backyard (194).jpg,backyard,yard,0.5492,0.2683,1.0,0.2505,0,0.0978,0.2132,2.33,0.5115,2,0.0731,0,0.0,0.3794
backyard (195).jpg,backyard,manufactured_home,0.5617,0.2423,1.0,0.2178,0,0.0805,0.2004,2.3125,0.5686,1,0.0771,0,0.0,0.3892
backyard (196).jpg,backyard,yard,0.6322,0.2516,1.0,0.1803,0,0.034,0.2088,2.33,0.602,2,0.0359,0,0.0,0.4202
backyard (197).jpg,backyard,manufactured_home,0.6104,0.2601,0.897,0.1603,0,0.0127,0.1545,2.3186,0.5739,0,0.0125,0,0.0,0.4443
backyard (198).jpg,backyard,yard,0.3949,0.2356,1.0,0.1958,2,0.3103,0.1979,2.33,0.4034,0,0.0762,2,12.0119,0.3498
backyard (199).jpg,backyard,manufactured_home,0.4928,0.2301,1.0,0.2991,1,0.2765,0.2187,2.3069,0.5331,1,0.071,1,5.988,0.365
backyard (2).jpeg,backyard,kennel/outdoor,0.6043,0.295,1.0,0.1972,0,0.2243,0.1556,2.31,0.5118,0,0.0388,0,0.0,0.4247
backyard (2).jpg,backyard,porch,0.453,0.2028,1.0,0.1814,1,0.0765,0.2269,2.3186,0.5523,1,0.1091,1,5.3333,0.3526
backyard (20).jpeg,backyard,yard,0.391,0.2522,1.0,0.2367,1,0.0391,0.1926,2.3186,0.3549,1,0.0753,1,5.3333,0.313
backyard (20).jpg,backyard,roof_garden,0.4196,0.204,1.0,0.2836,1,0.4622,0.1963,2.3186,0.5138,0,0.0707,1,5.3333,0.3573
backyard (200).jpg,backyard,lawn,0.36,0.2726,1.0,0.292,0,0.3486,0.2173,2.3186,0.2429,3,0.3125,0,0.0,0.3205
backyard (201).jpg,backyard,patio,0.3566,0.1947,1.0,0.2052,1,0.1608,0.1718,2.3186,0.454,1,0.0616,0,0.0,0.3177
backyard (202).jpg,backyard,manufactured_home,0.5878,0.1361,1.0,0.1558,0,0.0019,0.1585,2.33,0.7684,0,0.028,0,0.0,0.4042
backyard (203).jpg,backyard,hangar/outdoor,0.6358,0.2627,1.0,0.1236,0,0.0,0.1792,2.32,0.5868,0,0.0325,0,0.0,0.4296
backyard (204).jpg,backyard,yard,0.3151,0.2129,1.0,0.2575,0,0.0559,0.1986,2.33,0.3244,0,0.1192,0,0.0,0.2802
backyard (205).jpg,backyard,yard,0.4255,0.2231,1.0,0.3328,0,0.6881,0.2245,2.3186,0.4757,0,0.0724,0,0.0,0.379
backyard (206).jpg,backyard,lawn,0.5055,0.1684,1.0,0.2743,1,0.0238,0.1979,2.3186,0.6669,0,0.0356,1,5.3333,0.3497
backyard (207).jpg,backyard,garage/outdoor,0.3918,0.2622,1.0,0.2116,4,0.0074,0.2029,2.33,0.3308,2,0.0886,3,18.0179,0.3151
backyard (208).jpg,backyard,yard,0.4102,0.148,1.0,0.2753,5,0.2519,0.2322,2.32,0.6393,1,0.1063,4,24.0962,0.3342
backyard (209).jpg,backyard,hunting_lodge/outdoor,0.1179,0.1589,0.299,0.0426,1,0.0,0.1083,2.31,0.0,0,0.0239,0,0.0,0.449
backyard (21).jpeg,backyard,yard,0.564,0.2698,1.0,0.1375,0,0.0013,0.1904,2.3069,0.5216,0,0.0434,0,0.0,0.3982
backyard (21).jpg,backyard,yard,0.4672,0.2165,1.0,0.2165,1,0.1122,0.2135,2.33,0.5365,1,0.0459,0,0.0,0.3548
backyard (210).jpg,backyard,yard,0.4845,0.2768,1.0,0.2541,5,0.1676,0.2302,2.33,0.4287,2,0.0865,3,18.0179,0.3597
backyard (211).jpg,backyard,porch,0.5082,0.1792,1.0,0.1989,2,0.0876,0.2238,2.3186,0.6474,2,0.0279,2,10.6666,0.3723
backyard (212).jpg,backyard,kennel/outdoor,0.3635,0.1785,1.0,0.1456,0,0.0519,0.1958,2.3186,0.5088,1,0.0255,0,0.0,0.3215
backyard (213).jpg,backyard,playground,0.4543,0.1528,1.0,0.2344,2,0.326,0.2369,2.31,0.6637,0,0.0968,1,6.0423,0.3675
backyard (214).jpg,backyard,lawn,0.5537,0.2206,1.0,0.1613,4,0.1162,0.2151,2.33,0.6017,4,0.0369,2,12.0119,0.4008
backyard (215).jpg,backyard,yard,0.4501,0.2245,1.0,0.2577,4,0.5359,0.2134,2.3186,0.5013,2,0.0513,2,10.6666,0.3821
backyard (216).jpg,backyard,kennel/outdoor,0.5152,0.1949,1.0,0.2106,0,0.1911,0.2163,2.32,0.6217,2,0.067,0,0.0,0.3831
backyard (217).jpg,backyard,driveway,0.6401,0.1737,1.0,0.2144,1,0.0923,0.2181,2.3333,0.7286,3,0.0333,1,6.006,0.4224
backyard (218).jpg,backyard,manufactured_home,0.5187,0.3091,1.0,0.1419,1,0.1743,0.1796,2.3186,0.4041,0,0.0465,1,5.3333,0.3965
backyard (219).jpg,backyard,garage/outdoor,0.5681,0.2646,1.0,0.1586,0,0.0726,0.1775,2.33,0.5343,0,0.033,0,0.0,0.4028
backyard (22).jpeg,backyard,patio,0.4927,0.3134,1.0,0.108,2,0.0113,0.1785,2.32,0.3639,0,0.0285,2,12.0481,0.3766
backyard (220).jpg,backyard,patio,0.4928,0.2507,1.0,0.2588,11,0.1246,0.2459,2.33,0.4913,1,0.1186,11,66.0657,0.3578
backyard (221).jpg,backyard,yard,0.4112,0.2522,1.0,0.2991,0,0.1019,0.2117,2.33,0.3865,2,0.2263,0,0.0,0.3148
backyard (222).jpg,backyard,manufactured_home,0.3423,0.2369,1.0,0.1625,1,0.003,0.1908,2.3186,0.3079,0,0.0779,1,5.3333,0.3047
backyard (223).jpg,backyard,manufactured_home,0.4913,0.2287,1.0,0.1049,9,0.002,0.1916,2.33,0.5344,0,0.0331,6,36.0358,0.3757
backyard (224).jpg,backyard,patio,0.4366,0.1434,1.0,0.1403,16,0.0335,0.1914,2.3186,0.6716,0,0.0969,12,63.9997,0.3499
backyard (225).jpg,backyard,yard,0.4072,0.2755,1.0,0.2396,0,0.001,0.167,2.3186,0.3234,1,0.136,0,0.0,0.3151
backyard (226).jpg,backyard,driveway,0.5018,0.2099,1.0,0.1799,0,0.1772,0.186,2.3186,0.5817,1,0.057,0,0.0,0.3825
backyard (227).jpg,backyard,manufactured_home,0.545,0.2091,1.0,0.2607,0,0.0661,0.2067,2.3186,0.6164,2,0.0285,0,0.0,0.3725
backyard (229).jpg,backyard,driveway,0.4569,0.2718,1.0,0.1985,1,0.0446,0.2113,2.32,0.405,0,0.081,1,6.0241,0.3475
backyard (23).jpeg,backyard,yard,0.4835,0.2199,1.0,0.2592,0,0.6024,0.2104,2.3186,0.5452,4,0.0325,0,0.0,0.4018
backyard (23).jpg,backyard,yard,0.5609,0.2748,1.0,0.1102,0,0.0118,0.1663,2.33,0.5101,0,0.0193,0,0.0,0.4035
backyard (230).jpg,backyard,yard,0.5057,0.2632,1.0,0.1954,0,0.0965,0.2173,2.33,0.4795,2,0.0767,0,0.0,0.3729
backyard (231).jpg,backyard,yard,0.6135,0.2789,1.0,0.2154,5,0.1256,0.1961,2.33,0.5454,1,0.133,0,0.0,0.4149
backyard (232).jpg,backyard,yard,0.4061,0.1968,1.0,0.1844,0,0.0019,0.193,2.3303,0.5154,0,0.0409,0,0.0,0.3258
backyard (233).jpg,backyard,yard,0.4649,0.2274,1.0,0.2063,0,0.013,0.2086,2.3303,0.5108,0,0.0773,0,0.0,0.346
backyard (234).jpg,backyard,yard,0.5588,0.2451,1.0,0.2055,0,0.0032,0.1909,2.3303,0.5614,0,0.018,0,0.0,0.3827
backyard (236).jpg,backyard,manufactured_home,0.5095,0.1428,1.0,0.1875,0,0.0472,0.1989,2.33,0.7197,0,0.0422,0,0.0,0.371
backyard (237).jpg,backyard,shed,0.329,0.148,1.0,0.1905,0,0.3167,0.165,2.3186,0.5501,0,0.0759,0,0.0,0.3252
backyard (238).jpg,backyard,patio,0.4933,0.2557,1.0,0.2223,12,0.2934,0.2117,2.32,0.4816,4,0.0567,12,72.2887,0.3822
backyard (239).jpg,backyard,porch,0.5629,0.2004,1.0,0.3129,0,0.3845,0.2525,2.32,0.6441,1,0.1441,0,0.0,0.4036
backyard (24).jpeg,backyard,yard,0.4154,0.282,1.0,0.2135,0,0.2947,0.1713,2.3186,0.321,2,0.2294,0,0.0,0.3529
backyard (24).jpg,backyard,manufactured_home,0.5933,0.1729,1.0,0.1494,0,0.0,0.1754,2.32,0.7087,3,0.0008,0,0.0,0.4075
backyard (240).jpg,backyard,yard,0.6606,0.2806,1.0,0.2074,1,0.0861,0.1882,2.3097,0.5752,0,0.04,0,0.0,0.4314
backyard (241).jpg,backyard,yard,0.5203,0.2487,1.0,0.2088,0,0.1264,0.1962,2.3186,0.5219,1,0.0224,0,0.0,0.379
backyard (242).jpg,backyard,lawn,0.51,0.3371,1.0,0.2057,2,0.0322,0.1612,2.32,0.339,0,0.098,2,12.0481,0.3661
backyard (243).jpg,backyard,yard,0.4883,0.1773,1.0,0.2337,6,0.0445,0.2206,2.31,0.6369,2,0.054,5,30.2113,0.353
backyard (244).jpg,backyard,yard,0.4134,0.2387,1.0,0.2482,1,0.0581,0.2249,2.32,0.4226,2,0.1758,0,0.0,0.3215
backyard (245).jpg,backyard,yard,0.4106,0.1755,1.0,0.282,0,0.2494,0.2072,2.3186,0.5726,1,0.0709,0,0.0,0.3328
backyard (246).jpg,backyard,manufactured_home,0.5617,0.2842,1.0,0.1722,0,0.0388,0.2068,2.33,0.4941,1,0.0743,0,0.0,0.3941
backyard (247).jpg,backyard,yard,0.4954,0.1957,1.0,0.2481,1,0.062,0.2225,2.3333,0.605,3,0.077,0,0.0,0.3547
backyard (248).jpg,backyard,manufactured_home,0.4836,0.245,1.0,0.223,4,0.1008,0.2043,2.3059,0.4934,0,0.0711,2,14.2348,0.3589
backyard (249).jpg,backyard,yard,0.4663,0.2542,1.0,0.2394,0,0.5599,0.1989,2.3186,0.4549,1,0.0329,0,0.0,0.3946
backyard (25).jpeg,backyard,yard,0.4316,0.2343,0.9514,0.154,0,0.0018,0.2041,2.3186,0.457,1,0.038,0,0.0,0.3566
backyard (25).jpg,backyard,park,0.5148,0.2498,1.0,0.2945,2,0.1473,0.2197,2.3186,0.5148,1,0.0648,0,0.0,0.3618
backyard (250).jpg,backyard,yard,0.4892,0.2495,1.0,0.2025,2,0.001,0.1888,2.3186,0.4899,1,0.0277,1,5.3333,0.3553
backyard (251).jpg,backyard,yard,0.5252,0.242,1.0,0.2209,0,0.1572,0.1798,2.3186,0.5392,6,0.0605,0,0.0,0.3816
backyard (252).jpg,backyard,swimming_pool/outdoor,0.4182,0.2545,1.0,0.2316,0,0.1033,0.2081,2.3186,0.3914,2,0.0531,0,0.0,0.3313
backyard (253).jpg,backyard,yard,0.5272,0.2694,1.0,0.0782,2,0.0109,0.1673,2.3069,0.489,0,0.0415,2,11.976,0.3963
backyard (254).jpg,backyard,manufactured_home,0.5034,0.157,0.4147,0.1064,0,0.0785,0.1677,2.3186,0.6881,0,0.0472,0,0.0,0.5636
backyard (255).jpg,backyard,patio,0.2268,0.2265,1.0,0.1881,8,0.0012,0.1737,2.33,0.0011,0,0.1158,7,42.0418,0.2532
backyard (257).jpg,backyard,yard,0.6022,0.2386,1.0,0.1718,2,0.3067,0.1619,2.3097,0.6038,0,0.0064,0,0.0,0.4372
backyard (258).jpg,backyard,manufactured_home,0.5537,0.2582,1.0,0.1498,1,0.0025,0.1599,2.33,0.5336,0,0.0235,0,0.0,0.3918
backyard (259).jpg,backyard,yard,0.3862,0.1753,1.0,0.1671,1,0.2728,0.1954,2.3069,0.546,0,0.0514,1,5.988,0.3483
backyard (26).jpeg,backyard,hunting_lodge/outdoor,0.4224,0.2134,1.0,0.3031,11,0.3179,0.2487,2.31,0.4948,1,0.1361,4,24.169,0.3407
backyard (26).jpg,backyard,manufactured_home,0.645,0.2677,1.0,0.1847,0,0.0716,0.2078,2.3069,0.5849,3,0.0371,0,0.0,0.4282
backyard (260).jpg,backyard,porch,0.3969,0.2039,1.0,0.248,1,0.0768,0.2138,2.3186,0.4862,2,0.064,0,0.0,0.3169
backyard (261).jpg,backyard,yard,0.4982,0.2931,1.0,0.196,2,0.3667,0.1912,2.3186,0.4117,1,0.0395,2,10.6666,0.3967
backyard (262).jpg,backyard,shed,0.6324,0.3305,1.0,0.104,1,0.1845,0.1652,2.3186,0.4774,1,0.0452,0,0.0,0.4506
backyard (265).jpg,backyard,patio,0.4085,0.2509,1.0,0.2469,6,0.1132,0.1767,2.3186,0.3857,0,0.1097,5,26.6665,0.3253
backyard (267).jpg,backyard,porch,0.4405,0.2907,1.0,0.1408,1,0.0004,0.1828,2.3186,0.34,0,0.0694,0,0.0,0.3481
backyard (268).jpg,backyard,garage/outdoor,0.5032,0.2091,0.8722,0.1025,2,0.0019,0.1733,2.3186,0.5845,0,0.0241,1,5.3333,0.4193
backyard (269).jpg,backyard,manufactured_home,0.5368,0.2731,1.0,0.2624,6,0.2,0.2214,2.3186,0.4913,1,0.1074,4,21.3332,0.3822
backyard (27).jpeg,backyard,yard,0.5874,0.2293,1.0,0.2226,0,0.033,0.2164,2.3186,0.6096,0,0.053,0,0.0,0.3937
backyard (27).jpg,backyard,yard,0.5637,0.2548,1.0,0.1522,0,0.3585,0.1721,2.33,0.548,0,0.0209,0,0.0,0.4309
backyard (270).jpg,backyard,shed,0.3683,0.3028,1.0,0.1376,1,0.0021,0.1588,2.3186,0.1777,0,0.1031,0,0.0,0.32
backyard (271).jpg,backyard,porch,0.4793,0.2692,1.0,0.2058,0,0.1304,0.2036,2.3186,0.4384,1,0.0417,0,0.0,0.3636
backyard (272).jpg,backyard,kennel/outdoor,0.5144,0.298,1.0,0.2383,0,0.1311,0.1906,2.3186,0.4208,0,0.0568,0,0.0,0.3712
backyard (273).jpg,backyard,kennel/outdoor,0.6156,0.2374,1.0,0.1762,0,0.2347,0.1978,2.3186,0.6144,0,0.0229,0,0.0,0.4345
backyard (274).jpg,backyard,lawn,0.5395,0.2529,1.0,0.3121,0,0.544,0.2299,2.3186,0.5313,0,0.1273,0,0.0,0.4102
backyard (275).jpg,backyard,manufactured_home,0.4542,0.2501,0.5033,0.0698,0,0.3257,0.1756,2.3186,0.4494,1,0.0346,0,0.0,0.5493
backyard (276).jpg,backyard,yard,0.464,0.3099,1.0,0.1226,0,0.1342,0.1741,2.3186,0.332,0,0.0271,0,0.0,0.3745
backyard (277).jpg,backyard,patio,0.5357,0.3331,1.0,0.1439,11,0.0001,0.1783,2.3186,0.3781,0,0.0614,9,47.9997,0.3855
backyard (278).jpg,backyard,manufactured_home,0.4169,0.2761,0.6356,0.1134,1,0.296,0.1788,2.3186,0.3377,0,0.0499,0,0.0,0.483
backyard (279).jpg,backyard,swimming_pool/outdoor,0.5164,0.1668,0.5851,0.1063,1,0.0001,0.2194,2.3186,0.6769,1,0.0315,1,5.3333,0.5098
backyard (28).jpeg,backyard,garage/outdoor,0.5447,0.2113,0.4753,0.0728,0,0.0143,0.197,2.32,0.6121,1,0.0672,0,0.0,0.5622
backyard (28).jpg,backyard,driveway,0.5046,0.2181,0.3938,0.1381,4,0.0483,0.1975,2.3333,0.5677,1,0.0158,2,10.6666,0.5609
backyard (280).jpg,backyard,stable,0.4093,0.2262,0.8581,0.1212,1,0.0003,0.2106,2.3186,0.4474,2,0.0716,1,5.3333,0.3821
backyard (281).jpg,backyard,yard,0.4488,0.206,1.0,0.288,4,0.0061,0.2197,2.3186,0.541,0,0.0625,1,5.3333,0.3226
backyard (282).jpg,backyard,manufactured_home,0.5108,0.2356,0.6075,0.075,0,0.0,0.1522,2.3186,0.5388,1,0.0357,0,0.0,0.5071
backyard (283).jpg,backyard,yard,0.647,0.2089,0.8331,0.1385,0,0.0721,0.2083,2.3186,0.6771,2,0.0303,0,0.0,0.4884
backyard (284).jpg,backyard,yard,0.5794,0.2037,1.0,0.1976,0,0.2751,0.2086,2.3186,0.6485,0,0.0299,0,0.0,0.4198
backyard (285).jpg,backyard,yard,0.5082,0.2982,0.3224,0.0912,0,0.0298,0.1703,2.3186,0.4133,2,0.0296,0,0.0,0.5913
backyard (286).jpg,backyard,patio,0.5001,0.318,1.0,0.1696,8,0.0783,0.1969,2.3186,0.3641,1,0.0717,7,37.3331,0.3739
backyard (287).jpg,backyard,yard,0.5208,0.2632,0.7439,0.1606,0,0.2697,0.1865,2.3186,0.4946,2,0.0168,0,0.0,0.48
backyard (288).jpg,backyard,shed,0.4599,0.2595,1.0,0.2308,0,0.1453,0.1978,2.3186,0.4358,1,0.0636,0,0.0,0.3523
backyard (289).jpg,backyard,manufactured_home,0.4279,0.1775,1.0,0.0935,2,0.0301,0.1777,2.3186,0.5851,0,0.053,1,5.3333,0.3555
backyard (29).jpeg,backyard,yard,0.5336,0.224,1.0,0.1932,1,0.4507,0.2068,2.33,0.5802,1,0.0244,0,0.0,0.4199
backyard (29).jpg,backyard,manufactured_home,0.5722,0.3013,1.0,0.207,0,0.1394,0.1628,2.3333,0.4735,1,0.024,0,0.0,0.4014
backyard (290).jpg,backyard,yard,0.399,0.3123,1.0,0.0964,0,0.0816,0.1684,2.3186,0.2173,1,0.0519,0,0.0,0.3485
backyard (291).jpg,backyard,yard,0.3574,0.2558,1.0,0.1502,4,0.1252,0.1786,2.3186,0.2842,2,0.0546,1,5.3333,0.3255
backyard (292).jpg,backyard,yard,0.3541,0.2115,1.0,0.1953,0,0.3614,0.1986,2.3186,0.4028,1,0.0722,0,0.0,0.3387
backyard (293).jpg,backyard,yard,0.477,0.2244,0.9375,0.2037,0,0.1955,0.1943,2.3186,0.5295,1,0.0697,0,0.0,0.3884
backyard (294).jpg,backyard,yard,0.5263,0.2333,0.1916,0.0511,0,0.2217,0.1899,2.3186,0.5566,0,0.0125,0,0.0,0.665
backyard (295).jpg,backyard,doorway/outdoor,0.4217,0.2154,1.0,0.1168,3,0.0533,0.1966,2.3186,0.4892,1,0.0599,1,5.3333,0.3507
backyard (296).jpg,backyard,garage/outdoor,0.6194,0.2114,1.0,0.2578,0,0.0053,0.2198,2.3186,0.6587,0,0.0559,0,0.0,0.3967
backyard (297).jpg,backyard,garage/outdoor,0.673,0.2313,0.7501,0.1185,0,0.0,0.1862,2.3186,0.6564,0,0.0171,0,0.0,0.5205
backyard (298).jpg,backyard,yard,0.5793,0.2306,1.0,0.1777,2,0.1446,0.2167,2.3186,0.6019,0,0.0404,0,0.0,0.4107
backyard (299).jpg,backyard,yard,0.498,0.1982,1.0,0.2607,0,0.1911,0.2035,2.3186,0.602,2,0.0371,0,0.0,0.3662
backyard (3).jpeg,backyard,lawn,0.4066,0.2372,1.0,0.2068,1,0.0174,0.1612,2.3333,0.4166,0,0.033,0,0.0,0.323
backyard (3).jpg,backyard,yard,0.4231,0.2216,1.0,0.235,0,0.1147,0.1901,2.3186,0.4764,3,0.0588,0,0.0,0.3337
backyard (30).jpeg,backyard,manufactured_home,0.5234,0.2432,1.0,0.1867,4,0.0107,0.2005,2.3303,0.5354,3,0.0288,2,10.7238,0.3731
backyard (30).jpg,backyard,manufactured_home,0.4919,0.1848,1.0,0.1429,0,0.205,0.1995,2.33,0.6242,1,0.0206,0,0.0,0.3887
backyard (300).jpg,backyard,patio,0.5545,0.2284,1.0,0.18,6,0.3101,0.197,2.3186,0.588,4,0.0492,5,26.6665,0.4168
backyard (301).jpg,backyard,pasture,0.5113,0.2037,0.8924,0.2102,0,0.4431,0.1912,2.3186,0.6017,1,0.0384,0,0.0,0.4391
backyard (302).jpg,backyard,yard,0.339,0.2226,1.0,0.2077,0,0.2281,0.1962,2.3186,0.3435,1,0.068,0,0.0,0.3169
backyard (303).jpg,backyard,barn,0.6247,0.2893,0.5812,0.0903,0,0.2794,0.1772,2.3186,0.5369,0,0.0363,0,0.0,0.5854
backyard (304).jpg,backyard,patio,0.4471,0.2465,1.0,0.1544,7,0.1637,0.2068,2.3186,0.4487,2,0.0671,7,37.3331,0.3643
backyard (305).jpg,backyard,yard,0.5643,0.2289,0.5543,0.083,0,0.3409,0.1821,2.3186,0.5943,1,0.0145,0,0.0,0.5769
backyard (306).jpg,backyard,shed,0.4399,0.2363,1.0,0.2076,0,0.2662,0.2088,2.3186,0.4629,3,0.0674,0,0.0,0.361
backyard (307).jpg,backyard,yard,0.4611,0.2575,1.0,0.218,1,0.3485,0.2042,2.3186,0.4415,1,0.0613,0,0.0,0.3757
backyard (308).jpg,backyard,lawn,0.4527,0.2429,1.0,0.1516,0,0.6359,0.1887,2.3186,0.4636,0,0.024,0,0.0,0.4144
backyard (309).jpg,backyard,yard,0.4959,0.1867,0.611,0.1534,0,0.2884,0.1906,2.3186,0.6235,0,0.0684,0,0.0,0.5132
backyard (31).jpeg,backyard,yard,0.4835,0.2766,1.0,0.2446,0,0.1775,0.198,2.3303,0.4278,1,0.0404,0,0.0,0.3622
backyard (310).jpg,backyard,yard,0.4779,0.2306,0.8346,0.1169,1,0.4452,0.2119,2.3186,0.5175,1,0.0486,1,5.3333,0.4619
backyard (311).jpg,backyard,yard,0.4051,0.2225,1.0,0.1958,0,0.4132,0.1856,2.3186,0.4508,0,0.0989,0,0.0,0.3642
backyard (312).jpg,backyard,yard,0.5931,0.2767,1.0,0.1908,1,0.3608,0.1865,2.3186,0.5334,1,0.0273,0,0.0,0.4351
backyard (313).jpg,backyard,yard,0.4028,0.2513,1.0,0.1764,0,0.2678,0.1889,2.3186,0.3761,0,0.0755,0,0.0,0.3526
backyard (314).jpg,backyard,patio,0.4161,0.2114,1.0,0.2303,11,0.0022,0.1979,2.3186,0.4919,1,0.1003,9,47.9997,0.3206
backyard (315).jpg,backyard,yard,0.5383,0.2896,0.3728,0.0668,0,0.2259,0.1562,2.3186,0.4621,0,0.0045,0,0.0,0.6127
backyard (316).jpg,backyard,porch,0.3173,0.1642,1.0,0.1389,1,0.0319,0.1805,2.3186,0.4824,1,0.0745,0,0.0,0.3023
backyard (317).jpg,backyard,yard,0.5668,0.293,1.0,0.2735,1,0.3342,0.1976,2.3186,0.4831,0,0.1067,0,0.0,0.4054
backyard (318).jpg,backyard,yard,0.4719,0.2668,1.0,0.1924,0,0.418,0.1936,2.3186,0.4346,1,0.077,0,0.0,0.3921
backyard (319).jpg,backyard,manufactured_home,0.453,0.2068,1.0,0.2751,0,0.1056,0.2028,2.3186,0.5435,3,0.0507,0,0.0,0.3367
backyard (32).jpeg,backyard,yard,0.4671,0.2123,1.0,0.2706,1,0.0499,0.2271,2.33,0.5456,0,0.0701,1,6.006,0.3377
backyard (32).jpg,backyard,pavilion,0.3844,0.2294,1.0,0.2065,0,0.0099,0.2003,2.3055,0.4033,0,0.1478,0,0.0,0.3135
backyard (320).jpg,backyard,manufactured_home,0.5987,0.235,1.0,0.1892,0,0.0759,0.2117,2.3186,0.6075,0,0.0552,0,0.0,0.4092
backyard (321).jpg,backyard,porch,0.5179,0.2419,1.0,0.1708,5,0.0726,0.2227,2.3186,0.533,1,0.0833,4,21.3332,0.3803
backyard (322).jpg,backyard,patio,0.5874,0.2851,1.0,0.1291,3,0.1031,0.2149,2.3186,0.5147,0,0.0638,1,5.3333,0.4195
backyard (323).jpg,backyard,yard,0.451,0.194,1.0,0.1787,1,0.2431,0.1917,2.3186,0.5698,1,0.0645,0,0.0,0.369
backyard (324).jpg,backyard,garage/outdoor,0.516,0.1734,0.9745,0.1573,0,0.0,0.2084,2.3186,0.6639,0,0.0618,0,0.0,0.3826
